index,C,solver,cv_f1_up_mean,cv_f1_up_std,cv_precision_up_mean,cv_recall_up_mean,cv_f1_up_folds_json,seconds,dataset_fingerprint,status,error
50,1.99526231497,liblinear,0.416933187506081,0.05980456807221612,0.4185986220400844,0.42688233765404693,"[0.4913670294603681, 0.4702738017461543, 0.3682803135085293, 0.3326504816283834, 0.42209431118697]",6.168,4c2259e97b3f,ok,
51,0.473151258961,lbfgs,0.41687666470937135,0.059656999238654466,0.41865633759975934,0.42676533171958725,"[0.491248574686431, 0.47010627560410856, 0.3687385841589639, 0.3326717990098794, 0.42161809008747414]",2.095,4c2259e97b3f,ok,
52,0.473151258961,liblinear,0.41693570854017487,0.05979689340389167,0.4185998767778488,0.4268953755467808,"[0.4914030114389094, 0.4702406579865493, 0.3683045595396193, 0.3326723179847022, 0.422057995751094]",6.034,4c2259e97b3f,ok,
53,2.11348903984,lbfgs,0.4169086543005,0.05966534521716761,0.4186579234984219,0.4268485011760673,"[0.4913880301454561, 0.47007658968117316, 0.3687890920496688, 0.33271541665757964, 0.4215741429686224]",2.062,4c2259e97b3f,ok,
54,2.11348903984,liblinear,0.41694167901677337,0.05981415191002879,0.41860810646270874,0.4268887347881309,"[0.4913955211123141, 0.4702877676476702, 0.3682803135085293, 0.3326504816283834, 0.42209431118697]",6.064,4c2259e97b3f,ok,
55,0.446683592151,lbfgs,0.41689109633801513,0.05968992135550875,0.41866557866686865,0.42679039100654215,"[0.4913275849782655, 0.4701289834206581, 0.36874538745387453, 0.3326354357498037, 0.42161809008747414]",2.108,4c2259e97b3f,ok,
56,0.446683592151,liblinear,0.4169302887499188,0.0598103981639224,0.4186018574442535,0.4268804634532014,"[0.49146699336163424, 0.470209196323846, 0.36828125576419374, 0.3326723179847022, 0.422021680315218]",6.835,4c2259e97b3f,ok,
57,2.23872113857,lbfgs,0.4169086543005,0.05966534521716761,0.4186579234984219,0.4268485011760673,"[0.4913880301454561, 0.47007658968117316, 0.3687890920496688, 0.33271541665757964, 0.4215741429686224]",2.424,4c2259e97b3f,ok,
58,2.23872113857,liblinear,0.41694167901677337,0.05981415191002879,0.41860810646270874,0.4268887347881309,"[0.4913955211123141, 0.4702877676476702, 0.3682803135085293, 0.3326504816283834, 0.42209431118697]",6.585,4c2259e97b3f,ok,
59,0.421696503429,lbfgs,0.41689669361476084,0.05969640601343342,0.41867458431853083,0.42679039100654215,"[0.4913485932556084, 0.4701359615270439, 0.36874538745387453, 0.3326354357498037, 0.42161809008747414]",3.294,4c2259e97b3f,ok,
60,0.421696503429,liblinear,0.41695220366287283,0.05983212815941022,0.41861218857790783,0.42691324676833087,"[0.49154546361059276, 0.4702319090180242, 0.3683045595396193, 0.33266506864240575, 0.42201401750372225]",6.666,4c2259e97b3f,ok,
61,2.37137370566,lbfgs,0.4169086543005,0.05966534521716761,0.4186579234984219,0.4268485011760673,"[0.4913880301454561, 0.47007658968117316, 0.3687890920496688, 0.33271541665757964, 0.4215741429686224]",2.529,4c2259e97b3f,ok,
62,2.37137370566,liblinear,0.4169445771305595,0.0598177595177608,0.4186086920363971,0.42689513192221484,"[0.4914100116812445, 0.4702877676476702, 0.3682803135085293, 0.3326504816283834, 0.42209431118697]",6.898,4c2259e97b3f,ok,
63,2.51188643151,lbfgs,0.4169186816052501,0.059671159846291996,0.41866498368211646,0.42686215757478774,"[0.491409522181383, 0.47007658968117316, 0.3687890920496688, 0.33271541665757964, 0.42160278745644597]",2.428,4c2259e97b3f,ok,
64,2.51188643151,liblinear,0.4169339514231892,0.059804945700226576,0.41860529152628834,0.42687502441966474,"[0.4913955211123141, 0.4702423378474697, 0.3682871053408085, 0.3326504816283834, 0.42209431118697]",7.023,4c2259e97b3f,ok,
65,0.398107170553,lbfgs,0.4168982812490998,0.05970575090654107,0.4186733608270726,0.4267963840602227,"[0.4913770987144038, 0.4701516905631252, 0.36874538745387453, 0.3326354357498037, 0.42158179376429167]",3.041,4c2259e97b3f,ok,
66,0.398107170553,liblinear,0.4169345550040838,0.05983516792786154,0.418601203317403,0.42688719346845705,"[0.49149499957261306, 0.4702319090180242, 0.36827446278705156, 0.33262873455512215, 0.4220426690876078]",6.87,4c2259e97b3f,ok,
67,2.6607250598,lbfgs,0.41691438319806473,0.05966579428263897,0.4186621221955332,0.42685576044070384,"[0.4913880301454561, 0.47007658968117316, 0.3687890920496688, 0.33271541665757964, 0.42160278745644597]",2.192,4c2259e97b3f,ok,
68,2.6607250598,liblinear,0.41693255490574066,0.05980370093752148,0.41860311788590343,0.42687502441966474,"[0.4913955211123141, 0.4702353552602272, 0.3682871053408085, 0.3326504816283834, 0.42209431118697]",6.164,4c2259e97b3f,ok,
