model_id,model_name,split,row_type,cv_f1_up,accuracy,precision_up,recall_up,f1_up,precision_not_up,recall_not_up,f1_not_up,selected
2,Logistic Regression,validation,candidate,0.4268076097366443,0.5926972979407213,0.3965981968584441,0.3722735997208166,0.38405112281175463,0.6850514335740863,0.7068015536085268,0.695756551892769,False
3,Random Forest,validation,candidate,0.4586371152880752,0.5909713129389358,0.41322031321271097,0.47421915896004185,0.4416233344166396,0.7053056234718826,0.6514090868033602,0.6772868144252442,False
4,Gradient Boosting,validation,candidate,0.4634201173328779,0.5803029401261754,0.4049101839519061,0.4906648054440761,0.4436818334220855,0.7038727839914783,0.6267049047059886,0.6630511390106674,True
-1,Always UP,validation,baseline,,0.3410903463873348,0.3410903463873348,1.0,0.5086761638485776,0.0,0.0,0.0,False
-2,Always NOT_UP,validation,baseline,,0.6589096536126652,0.0,0.0,0.0,0.6589096536126652,1.0,0.7943888350733684,False
