model_id,model_name,cv_f1_up,cv_f1_up_std,cv_precision_up,cv_recall_up,best_score,cv_n_splits,cv_gap
2,Logistic Regression,0.4268076097366443,0.04824563021513813,0.42802490720905295,0.4368376785797675,0.4268076097366443,5,5
3,Random Forest,0.4586371152880752,0.03618276127431954,0.4306546758538314,0.4955498661925949,0.4586371152880752,5,5
4,Gradient Boosting,0.4634201173328779,0.03762588277460012,0.43646087078848944,0.502091714233147,0.4634201173328779,5,5
